学号,科目,成绩
20230408,高等数学,87
20230408,计算机网络,91
20230408,操作系统,100
20230408,数据库原理,84
20230409,计算机网络,81
20230409,概率统计,83
20230409,线性代数,57
20230409,数据库原理,67
20230409,数据结构,67
20230409,操作系统,64
20230409,高等数学,69
20230410,数据库原理,73
20230410,线性代数,54
20230410,数据结构,50
20230410,概率统计,53
20230410,操作系统,69
20230410,高等数学,96
20230410,计算机网络,100
20230411,数据库原理,88
20230411,操作系统,48
20230411,数据结构,83
20230411,概率统计,72
20230411,线性代数,48
20230411,高等数学,69
20230411,计算机网络,83
20230412,线性代数,81
20230412,操作系统,100
20230412,数据库原理,39
20230412,概率统计,76
20230412,数据结构,81
20230412,计算机网络,50
20230412,高等数学,60
20230413,概率统计,82
20230413,高等数学,46
20230413,操作系统,71
20230413,计算机网络,55
20230413,数据库原理,84
20230414,线性代数,59
20230414,数据结构,53
20230414,高等数学,87
20230414,操作系统,80
20230414,数据库原理,100
20230414,计算机网络,52
20230414,概率统计,61
20230415,操作系统,79
20230415,数据结构,74
20230415,数据库原理,78
20230415,线性代数,70
20230415,计算机网络,57
20230415,概率统计,72
20230415,高等数学,78
20230416,概率统计,98
20230416,高等数学,62
20230416,线性代数,75
20230416,计算机网络,100
20230416,操作系统,89
20230416,数据库原理,85
20230417,操作系统,53
20230417,高等数学,61
20230417,计算机网络,92
20230417,数据库原理,89
20230417,数据结构,60
20230417,线性代数,93
20230418,计算机网络,89
20230418,概率统计,49
20230418,数据结构,52
20230418,高等数学,68
20230418,数据库原理,80
20230418,操作系统,80
20230419,操作系统,100
20230419,高等数学,76
20230419,概率统计,58
20230419,计算机网络,72
20230419,数据库原理,92
20230420,计算机网络,71
20230420,操作系统,61
20230420,数据库原理,83
20230420,概率统计,68
20230420,高等数学,90
20230420,数据结构,67
20230420,线性代数,66
20230421,概率统计,67
20230421,高等数学,67
20230421,计算机网络,71
20230421,操作系统,77
20230421,数据结构,72
20230422,线性代数,96
20230422,计算机网络,87
20230422,操作系统,89
20230422,数据库原理,57
20230422,概率统计,100
20230423,线性代数,85
20230423,高等数学,62
20230423,计算机网络,75
20230423,操作系统,100
20230423,数据结构,73
20230423,数据库原理,90
20230423,概率统计,56
20230424,数据结构,91
20230424,数据库原理,68
20230424,高等数学,59
20230424,操作系统,57
20230424,计算机网络,54
20230425,数据库原理,95
20230425,操作系统,92
20230425,数据结构,68
20230425,计算机网络,67
20230425,线性代数,72
20230425,高等数学,98
20230426,计算机网络,70
20230426,操作系统,74
20230426,概率统计,86
20230426,数据库原理,74
20230426,高等数学,52
20230427,操作系统,74
20230427,高等数学,79
20230427,数据库原理,77
20230427,概率统计,85
20230427,数据结构,60
20230427,计算机网络,81
20230428,高等数学,49
20230428,数据结构,85
20230428,概率统计,100
20230428,线性代数,61
20230428,数据库原理,77
20230429,操作系统,64
20230429,线性代数,85
20230429,概率统计,57
20230429,数据库原理,80
20230429,高等数学,57
20230429,计算机网络,88
20230430,数据结构,62
20230430,数据库原理,47
20230430,概率统计,32
20230430,高等数学,70
20230430,计算机网络,73
20230430,线性代数,50
20230431,线性代数,78
20230431,操作系统,83
20230431,计算机网络,71
20230431,高等数学,61
20230431,数据结构,96
20230432,数据库原理,48
20230432,概率统计,60
20230432,操作系统,76
20230432,线性代数,48
20230432,数据结构,100
20230433,概率统计,69
20230433,数据库原理,66
20230433,高等数学,70
20230433,计算机网络,84
20230433,线性代数,60
20230433,操作系统,77
20230433,数据结构,63
20230434,计算机网络,86
20230434,线性代数,86
20230434,数据库原理,48
20230434,数据结构,90
20230434,概率统计,55
20230434,操作系统,88
20230434,高等数学,81
20230435,数据库原理,57
20230435,操作系统,67
20230435,数据结构,75
20230435,线性代数,76
20230435,高等数学,99
20230435,概率统计,44
20230435,计算机网络,100
20230436,高等数学,90
20230436,数据库原理,97
20230436,计算机网络,77
20230436,数据结构,82
20230436,线性代数,76
20230437,高等数学,77
20230437,操作系统,61
20230437,概率统计,83
20230437,计算机网络,79
20230437,数据库原理,87
20230438,概率统计,87
20230438,线性代数,56
20230438,高等数学,95
20230438,操作系统,77
20230438,计算机网络,81
20230439,操作系统,89
20230439,概率统计,90
20230439,数据结构,74
20230439,高等数学,67
20230439,数据库原理,58
20230439,线性代数,69
20230439,计算机网络,77
20230440,数据结构,86
20230440,高等数学,100
20230440,操作系统,63
20230440,概率统计,73
20230440,线性代数,64
20230441,数据结构,72
20230441,计算机网络,69
20230441,操作系统,97
20230441,线性代数,91
20230441,数据库原理,95
20230441,高等数学,92
20230441,概率统计,87
20230442,概率统计,79
20230442,数据库原理,62
20230442,线性代数,60
20230442,操作系统,83
20230442,数据结构,83
20230442,计算机网络,93
20230443,数据库原理,96
20230443,数据结构,76
20230443,操作系统,73
20230443,概率统计,46
20230443,计算机网络,86
20230444,数据结构,62
20230444,高等数学,80
20230444,概率统计,84
20230444,操作系统,66
20230444,数据库原理,67
20230444,线性代数,88
20230445,计算机网络,67
20230445,线性代数,64
20230445,操作系统,54
20230445,概率统计,95
20230445,高等数学,66
20230445,数据库原理,73
20230446,线性代数,65
20230446,数据库原理,91
20230446,计算机网络,54
20230446,高等数学,37
20230446,数据结构,61
20230446,概率统计,74
20230446,操作系统,100
20230447,操作系统,45
20230447,数据结构,100
20230447,数据库原理,55
20230447,高等数学,81
20230447,线性代数,75
20230447,计算机网络,62
20230447,概率统计,67
20230448,概率统计,70
20230448,数据结构,66
20230448,数据库原理,78
20230448,操作系统,89
20230448,线性代数,84
20230449,计算机网络,63
20230449,数据库原理,90
20230449,高等数学,97
20230449,数据结构,81
20230449,概率统计,94
20230450,操作系统,61
20230450,高等数学,88
20230450,线性代数,67
20230450,计算机网络,64
20230450,概率统计,58
20230451,高等数学,69
20230451,操作系统,80
20230451,概率统计,83
20230451,数据结构,83
20230451,计算机网络,79
20230451,线性代数,72
20230452,概率统计,89
20230452,数据结构,68
20230452,计算机网络,94
20230452,高等数学,65
20230452,线性代数,35
20230453,高等数学,67
20230453,操作系统,63
20230453,概率统计,97
20230453,数据库原理,71
20230453,线性代数,89
20230454,数据库原理,58
20230454,操作系统,77
20230454,概率统计,96
20230454,线性代数,68
20230454,数据结构,58
20230454,高等数学,84
20230455,数据库原理,62
20230455,高等数学,72
20230455,概率统计,51
20230455,数据结构,77
20230455,计算机网络,65
20230456,计算机网络,61
20230456,概率统计,50
20230456,数据结构,56
20230456,线性代数,53
20230456,操作系统,63
20230456,数据库原理,76
20230457,计算机网络,57
20230457,线性代数,70
20230457,高等数学,57
20230457,概率统计,89
20230457,数据结构,57
20230458,概率统计,93
20230458,计算机网络,51
20230458,高等数学,69
20230458,数据库原理,87
20230458,线性代数,72
20230459,概率统计,70
20230459,高等数学,74
20230459,线性代数,72
20230459,计算机网络,79
20230459,数据库原理,57
20230460,数据库原理,75
20230460,高等数学,80
20230460,计算机网络,45
20230460,概率统计,97
20230460,数据结构,67
20230460,操作系统,100
20230461,数据库原理,37
20230461,高等数学,75
20230461,数据结构,72
20230461,操作系统,65
20230461,线性代数,63
20230462,概率统计,100
20230462,数据结构,90
20230462,高等数学,92
20230462,计算机网络,96
20230462,数据库原理,76
20230463,数据结构,74
20230463,概率统计,78
20230463,数据库原理,68
20230463,计算机网络,57
20230463,线性代数,100
20230463,高等数学,100
20230463,操作系统,54
20230464,操作系统,61
20230464,高等数学,84
20230464,计算机网络,80
20230464,数据库原理,80
20230464,线性代数,86
20230464,数据结构,53
20230464,概率统计,100
20230465,数据库原理,87
20230465,高等数学,54
20230465,操作系统,83
20230465,概率统计,89
20230465,线性代数,68
20230466,计算机网络,66
20230466,线性代数,68
20230466,概率统计,69
20230466,高等数学,71
20230466,数据库原理,75
20230467,数据库原理,73
20230467,线性代数,77
20230467,数据结构,72
20230467,操作系统,59
20230467,计算机网络,76
20230467,高等数学,64
20230467,概率统计,100
20230468,高等数学,92
20230468,操作系统,68
20230468,计算机网络,73
20230468,线性代数,59
20230468,数据库原理,65
20230468,概率统计,79
20230469,高等数学,59
20230469,操作系统,88
20230469,数据库原理,85
20230469,概率统计,85
20230469,线性代数,76
20230470,概率统计,46
20230470,线性代数,84
20230470,高等数学,59
20230470,数据库原理,51
20230470,计算机网络,88
20230471,概率统计,57
20230471,数据库原理,63
20230471,高等数学,41
20230471,操作系统,60
20230471,数据结构,74
20230471,计算机网络,80
20230472,数据库原理,67
20230472,操作系统,82
20230472,高等数学,68
20230472,数据结构,83
20230472,计算机网络,83
20230472,概率统计,57
20230473,计算机网络,61
20230473,概率统计,77
20230473,操作系统,70
20230473,数据结构,92
20230473,高等数学,75
20230473,数据库原理,72
20230474,计算机网络,76
20230474,操作系统,77
20230474,概率统计,100
20230474,线性代数,76
20230474,数据结构,67
20230474,高等数学,78
20230475,数据结构,80
20230475,线性代数,76
20230475,数据库原理,85
20230475,计算机网络,83
20230475,高等数学,82
20230476,操作系统,57
20230476,高等数学,78
20230476,数据结构,80
20230476,数据库原理,84
20230476,线性代数,56
20230477,操作系统,34
20230477,高等数学,91
20230477,数据结构,77
20230477,线性代数,52
20230477,计算机网络,65
20230478,计算机网络,73
20230478,概率统计,69
20230478,数据结构,82
20230478,数据库原理,86
20230478,高等数学,67
20230478,操作系统,82
20230478,线性代数,82
20230479,计算机网络,51
20230479,高等数学,57
20230479,操作系统,55
20230479,数据库原理,90
20230479,线性代数,75
20230480,概率统计,86
20230480,数据库原理,38
20230480,线性代数,59
20230480,操作系统,81
20230480,计算机网络,76
20230480,数据结构,82
20230481,计算机网络,58
20230481,数据库原理,80
20230481,操作系统,73
20230481,高等数学,62
20230481,线性代数,82
20230481,概率统计,80
20230481,数据结构,81
20230482,操作系统,100
20230482,计算机网络,60
20230482,线性代数,63
20230482,概率统计,90
20230482,数据库原理,83
20230483,数据库原理,92
20230483,计算机网络,100
20230483,高等数学,75
20230483,操作系统,82
20230483,概率统计,38
20230484,计算机网络,53
20230484,概率统计,62
20230484,高等数学,61
20230484,操作系统,96
20230484,数据库原理,61
20230484,数据结构,82
20230485,数据库原理,70
20230485,线性代数,71
20230485,数据结构,88
20230485,高等数学,66
20230485,操作系统,61
20230486,概率统计,99
20230486,计算机网络,83
20230486,线性代数,94
20230486,高等数学,64
20230486,数据结构,46
20230486,操作系统,76
20230486,数据库原理,41
20230487,数据结构,59
20230487,操作系统,67
20230487,线性代数,77
20230487,概率统计,72
20230487,高等数学,64
20230488,线性代数,82
20230488,高等数学,92
20230488,操作系统,55
20230488,概率统计,94
20230488,数据结构,53
20230489,数据结构,75
20230489,线性代数,70
20230489,操作系统,76
20230489,高等数学,53
20230489,计算机网络,56
20230489,概率统计,49
20230490,计算机网络,62
20230490,操作系统,73
20230490,数据结构,95
20230490,线性代数,59
20230490,数据库原理,67
20230491,操作系统,62
20230491,高等数学,82
20230491,概率统计,88
20230491,数据库原理,95
20230491,数据结构,66
20230491,计算机网络,61
20230491,线性代数,72
20230492,线性代数,69
20230492,数据结构,59
20230492,操作系统,87
20230492,高等数学,100
20230492,概率统计,97
20230492,数据库原理,62
20230492,计算机网络,90
20230493,概率统计,83
20230493,计算机网络,63
20230493,数据库原理,92
20230493,操作系统,72
20230493,线性代数,70
20230493,高等数学,96
20230493,数据结构,49
20230494,线性代数,66
20230494,概率统计,60
20230494,数据结构,48
20230494,操作系统,73
20230494,数据库原理,71
20230494,高等数学,52
20230495,数据结构,67
20230495,高等数学,97
20230495,概率统计,98
20230495,计算机网络,80
20230495,操作系统,66
20230496,概率统计,86
20230496,操作系统,53
20230496,高等数学,75
20230496,数据库原理,86
20230496,数据结构,84
20230497,数据库原理,100
20230497,高等数学,87
20230497,数据结构,86
20230497,概率统计,85
20230497,操作系统,74
20230498,线性代数,72
20230498,数据结构,100
20230498,概率统计,54
20230498,高等数学,53
20230498,操作系统,92
20230498,计算机网络,68
20230498,数据库原理,81
20230499,概率统计,83
20230499,数据库原理,96
20230499,数据结构,67
20230499,操作系统,55
20230499,线性代数,74
20230500,操作系统,54
20230500,概率统计,100
20230500,数据结构,68
20230500,计算机网络,70
20230500,数据库原理,55
20230500,线性代数,85
20230501,线性代数,68
20230501,数据库原理,66
20230501,数据结构,49
20230501,高等数学,52
20230501,操作系统,41
20230502,数据结构,62
20230502,计算机网络,68
20230502,操作系统,73
20230502,概率统计,60
20230502,线性代数,66
20230503,概率统计,64
20230503,操作系统,85
20230503,线性代数,66
20230503,高等数学,67
20230503,数据库原理,85
20230504,数据结构,83
20230504,概率统计,57
20230504,数据库原理,72
20230504,线性代数,47
20230504,高等数学,82
20230505,操作系统,66
20230505,计算机网络,70
20230505,高等数学,77
20230505,概率统计,61
20230505,数据库原理,79
20230505,线性代数,78
20230506,数据库原理,96
20230506,计算机网络,100
20230506,数据结构,67
20230506,高等数学,64
20230506,线性代数,54
20230507,计算机网络,90
20230507,数据结构,81
20230507,概率统计,81
20230507,线性代数,57
20230507,数据库原理,56
20230507,高等数学,65
20230507,操作系统,73
20230508,计算机网络,63
20230508,数据库原理,83
20230508,高等数学,59
20230508,线性代数,81
20230508,概率统计,100
20230508,数据结构,74
20230508,操作系统,44
20230509,数据库原理,84
20230509,线性代数,81
20230509,高等数学,85
20230509,概率统计,87
20230509,数据结构,60
20230509,计算机网络,69
20230509,操作系统,89
20230510,高等数学,80
20230510,计算机网络,84
20230510,数据库原理,93
20230510,操作系统,84
20230510,数据结构,50
20230510,概率统计,75
20230510,线性代数,84
20230511,数据结构,71
20230511,操作系统,89
20230511,高等数学,74
20230511,线性代数,90
20230511,计算机网络,89
20230511,数据库原理,100
20230511,概率统计,99
20230512,操作系统,58
20230512,数据结构,54
20230512,线性代数,62
20230512,高等数学,89
20230512,数据库原理,81
20230512,计算机网络,91
20230512,概率统计,57
20230513,数据结构,81
20230513,计算机网络,82
20230513,概率统计,61
20230513,操作系统,91
20230513,数据库原理,55
20230513,线性代数,86
20230513,高等数学,76
20230514,线性代数,71
20230514,计算机网络,58
20230514,数据库原理,65
20230514,概率统计,81
20230514,操作系统,57
20230514,高等数学,68
20230514,数据结构,50
20230515,计算机网络,70
20230515,概率统计,72
20230515,数据结构,100
20230515,线性代数,91
20230515,操作系统,80
20230515,数据库原理,71
20230516,数据库原理,62
20230516,概率统计,69
20230516,线性代数,84
20230516,操作系统,83
20230516,高等数学,78
20230516,数据结构,92
20230517,概率统计,52
20230517,数据库原理,77
20230517,高等数学,78
20230517,线性代数,54
20230517,计算机网络,74
20230518,概率统计,72
20230518,线性代数,100
20230518,数据结构,91
20230518,数据库原理,73
20230518,高等数学,74
20230518,计算机网络,71
20230519,计算机网络,95
20230519,数据结构,100
20230519,线性代数,89
20230519,操作系统,98
20230519,数据库原理,64
20230519,概率统计,64
20230519,高等数学,91
20230520,计算机网络,60
20230520,操作系统,100
20230520,概率统计,62
20230520,高等数学,71
20230520,线性代数,88
20230520,数据库原理,77
20230520,数据结构,100
20230521,数据库原理,68
20230521,数据结构,100
20230521,操作系统,98
20230521,计算机网络,69
20230521,线性代数,65
20230521,概率统计,61
20230522,概率统计,57
20230522,计算机网络,81
20230522,数据结构,83
20230522,数据库原理,52
20230522,操作系统,73
20230522,高等数学,76
20230522,线性代数,76
20230523,数据库原理,71
20230523,操作系统,69
20230523,计算机网络,63
20230523,高等数学,54
20230523,概率统计,65
20230523,线性代数,100
20230523,数据结构,93
20230524,概率统计,76
20230524,线性代数,68
20230524,数据库原理,82
20230524,高等数学,100
20230524,数据结构,86
20230524,计算机网络,57
20230525,线性代数,62
20230525,操作系统,92
20230525,高等数学,100
20230525,计算机网络,75
20230525,概率统计,82
20230525,数据结构,79
20230525,数据库原理,92
20230526,操作系统,67
20230526,计算机网络,84
20230526,线性代数,61
20230526,高等数学,68
20230526,数据库原理,85
20230527,数据库原理,63
20230527,计算机网络,78
20230527,线性代数,71
20230527,概率统计,65
20230527,操作系统,85
20230527,高等数学,67
20230528,计算机网络,80
20230528,概率统计,74
20230528,线性代数,83
20230528,高等数学,100
20230528,数据库原理,49
20230528,数据结构,57
20230529,线性代数,87
20230529,计算机网络,60
20230529,数据库原理,62
20230529,高等数学,98
20230529,数据结构,63
20230529,操作系统,75
20230530,操作系统,54
20230530,概率统计,65
20230530,高等数学,83
20230530,计算机网络,62
20230530,数据结构,99
20230531,概率统计,44
20230531,线性代数,58
20230531,操作系统,69
20230531,高等数学,60
20230531,计算机网络,77
20230532,数据库原理,48
20230532,数据结构,97
20230532,高等数学,76
20230532,概率统计,87
20230532,计算机网络,74
20230533,概率统计,100
20230533,计算机网络,82
20230533,高等数学,74
20230533,操作系统,63
20230533,数据库原理,79
20230533,线性代数,81
20230533,数据结构,100
20230534,概率统计,73
20230534,操作系统,50
20230534,计算机网络,54
20230534,数据结构,46
20230534,线性代数,69
20230534,高等数学,83
20230535,数据库原理,100
20230535,计算机网络,77
20230535,概率统计,52
20230535,数据结构,95
20230535,操作系统,78
20230535,线性代数,67
20230536,高等数学,66
20230536,数据库原理,80
20230536,数据结构,77
20230536,操作系统,99
20230536,线性代数,93
20230536,计算机网络,83
20230537,高等数学,98
20230537,数据结构,64
20230537,计算机网络,73
20230537,操作系统,69
20230537,概率统计,91
20230537,线性代数,70
20230537,数据库原理,68
20230538,概率统计,94
20230538,线性代数,98
20230538,数据库原理,80
20230538,计算机网络,100
20230538,数据结构,87
20230538,高等数学,65
20230539,计算机网络,70
20230539,线性代数,70
20230539,概率统计,90
20230539,操作系统,79
20230539,数据库原理,69
20230540,数据结构,83
20230540,线性代数,73
20230540,高等数学,53
20230540,计算机网络,48
20230540,数据库原理,57
20230540,操作系统,100
20230540,概率统计,89
20230541,高等数学,61
20230541,线性代数,83
20230541,数据结构,40
20230541,概率统计,51
20230541,数据库原理,68
20230541,操作系统,77
20230542,数据结构,58
20230542,计算机网络,52
20230542,操作系统,88
20230542,数据库原理,75
20230542,线性代数,74
20230542,概率统计,100
20230542,高等数学,84
20230543,概率统计,86
20230543,数据库原理,48
20230543,高等数学,84
20230543,数据结构,91
20230543,线性代数,73
20230544,概率统计,77
20230544,线性代数,89
20230544,数据结构,70
20230544,数据库原理,65
20230544,高等数学,85
20230544,计算机网络,70
20230544,操作系统,82
20230545,高等数学,78
20230545,数据库原理,77
20230545,线性代数,72
20230545,概率统计,74
20230545,操作系统,81
20230545,计算机网络,71
20230545,数据结构,55
20230546,操作系统,63
20230546,数据库原理,81
20230546,计算机网络,69
20230546,数据结构,100
20230546,高等数学,93
20230546,概率统计,72
20230546,线性代数,100
20230547,数据结构,63
20230547,高等数学,61
20230547,计算机网络,79
20230547,线性代数,80
20230547,数据库原理,91
20230547,概率统计,97
20230548,操作系统,47
20230548,概率统计,100
20230548,数据库原理,100
20230548,高等数学,75
20230548,计算机网络,62
20230549,概率统计,73
20230549,操作系统,100
20230549,计算机网络,94
20230549,线性代数,68
20230549,数据库原理,96
20230550,概率统计,83
20230550,计算机网络,92
20230550,高等数学,97
20230550,操作系统,100
20230550,线性代数,79
20230550,数据库原理,53
20230551,概率统计,59
20230551,高等数学,67
20230551,计算机网络,72
20230551,数据结构,67
20230551,操作系统,77
20230551,数据库原理,91
20230551,线性代数,68
20230552,数据库原理,60
20230552,线性代数,88
20230552,概率统计,71
20230552,数据结构,100
20230552,操作系统,37
20230552,高等数学,76
20230552,计算机网络,84
20230553,数据库原理,83
20230553,概率统计,71
20230553,操作系统,85
20230553,数据结构,81
20230553,计算机网络,58
20230553,线性代数,83
20230553,高等数学,66
20230554,高等数学,100
20230554,线性代数,93
20230554,计算机网络,61
20230554,概率统计,70
20230554,操作系统,53
20230555,数据库原理,92
20230555,计算机网络,60
20230555,数据结构,70
20230555,高等数学,75
20230555,操作系统,54
20230555,概率统计,34
20230556,概率统计,62
20230556,线性代数,63
20230556,操作系统,100
20230556,数据结构,96
20230556,高等数学,60
20230557,概率统计,43
20230557,线性代数,100
20230557,计算机网络,71
20230557,数据结构,76
20230557,数据库原理,60
20230557,高等数学,67
20230558,数据库原理,80
20230558,计算机网络,46
20230558,概率统计,85
20230558,线性代数,100
20230558,数据结构,65
20230558,高等数学,88
20230559,概率统计,58
20230559,数据结构,69
20230559,线性代数,77
20230559,高等数学,100
20230559,操作系统,95
20230559,计算机网络,66
20230560,计算机网络,52
20230560,线性代数,78
20230560,数据库原理,74
20230560,操作系统,76
20230560,概率统计,77
20230560,数据结构,88
20230560,高等数学,63
20230561,操作系统,85
20230561,计算机网络,42
20230561,概率统计,70
20230561,数据库原理,100
20230561,数据结构,74
20230562,计算机网络,70
20230562,数据库原理,66
20230562,操作系统,73
20230562,线性代数,73
20230562,高等数学,71
20230563,数据结构,67
20230563,线性代数,100
20230563,概率统计,65
20230563,数据库原理,100
20230563,计算机网络,85
20230564,概率统计,77
20230564,高等数学,64
20230564,数据库原理,97
20230564,数据结构,81
20230564,线性代数,73
20230565,数据库原理,74
20230565,概率统计,68
20230565,操作系统,93
20230565,线性代数,64
20230565,数据结构,64
20230565,计算机网络,51
20230565,高等数学,65
20230566,计算机网络,89
20230566,线性代数,87
20230566,操作系统,67
20230566,概率统计,65
20230566,数据结构,85
20230566,高等数学,58
20230566,数据库原理,100
20230567,计算机网络,82
20230567,线性代数,62
20230567,数据结构,59
20230567,概率统计,68
20230567,操作系统,71
20230567,数据库原理,72
20230568,数据结构,69
20230568,线性代数,77
20230568,概率统计,78
20230568,数据库原理,80
20230568,高等数学,72
20230568,操作系统,44
20230569,概率统计,80
20230569,数据结构,48
20230569,计算机网络,73
20230569,线性代数,96
20230569,操作系统,61
20230569,数据库原理,85
20230569,高等数学,78
20230570,概率统计,89
20230570,高等数学,60
20230570,数据结构,84
20230570,数据库原理,49
20230570,计算机网络,62
20230570,线性代数,97
20230571,操作系统,72
20230571,数据结构,82
20230571,高等数学,89
20230571,计算机网络,78
20230571,线性代数,74
20230571,概率统计,95
20230571,数据库原理,89
20230572,线性代数,82
20230572,数据结构,76
20230572,概率统计,84
20230572,计算机网络,72
20230572,数据库原理,56
20230572,操作系统,75
20230573,概率统计,92
20230573,高等数学,98
20230573,数据库原理,93
20230573,操作系统,61
20230573,计算机网络,81
20230573,线性代数,86
20230574,计算机网络,100
20230574,高等数学,68
20230574,数据结构,100
20230574,数据库原理,80
20230574,操作系统,91
20230574,概率统计,56
20230575,操作系统,80
20230575,数据库原理,65
20230575,数据结构,82
20230575,计算机网络,69
20230575,高等数学,81
20230576,线性代数,72
20230576,操作系统,77
20230576,计算机网络,70
20230576,数据库原理,100
20230576,数据结构,63
20230577,数据库原理,100
20230577,概率统计,51
20230577,高等数学,88
20230577,数据结构,53
20230577,线性代数,100
20230577,操作系统,68
20230578,高等数学,69
20230578,计算机网络,79
20230578,数据库原理,88
20230578,线性代数,100
20230578,概率统计,57
20230578,操作系统,68
20230579,数据结构,47
20230579,数据库原理,84
20230579,线性代数,50
20230579,概率统计,50
20230579,高等数学,45
20230579,计算机网络,79
20230580,线性代数,63
20230580,计算机网络,70
20230580,操作系统,98
20230580,概率统计,69
20230580,高等数学,51
20230580,数据库原理,63
20230581,线性代数,45
20230581,数据结构,83
20230581,概率统计,68
20230581,高等数学,64
20230581,计算机网络,70
20230581,数据库原理,50
20230582,计算机网络,90
20230582,数据库原理,45
20230582,线性代数,89
20230582,数据结构,63
20230582,高等数学,62
20230582,概率统计,70
20230583,概率统计,85
20230583,高等数学,82
20230583,数据结构,68
20230583,线性代数,83
20230583,计算机网络,59
20230583,数据库原理,66
20230584,线性代数,88
20230584,高等数学,82
20230584,操作系统,66
20230584,概率统计,65
20230584,数据库原理,98
20230585,计算机网络,80
20230585,数据结构,98
20230585,数据库原理,67
20230585,线性代数,92
20230585,高等数学,82
20230585,概率统计,57
20230586,计算机网络,74
20230586,高等数学,70
20230586,数据结构,75
20230586,数据库原理,78
20230586,操作系统,70
20230586,概率统计,86
20230586,线性代数,91
20230587,概率统计,55
20230587,数据库原理,52
20230587,数据结构,55
20230587,高等数学,93
20230587,操作系统,87
20230587,计算机网络,61
20230588,高等数学,77
20230588,概率统计,70
20230588,数据库原理,77
20230588,数据结构,94
20230588,线性代数,70
20230588,操作系统,68
20230588,计算机网络,69
20230589,线性代数,74
20230589,数据结构,61
20230589,数据库原理,85
20230589,高等数学,83
20230589,概率统计,74
20230590,数据库原理,67
20230590,线性代数,65
20230590,操作系统,69
20230590,数据结构,100
20230590,概率统计,74
20230590,高等数学,86
20230591,高等数学,100
20230591,数据结构,98
20230591,数据库原理,74
20230591,操作系统,58
20230591,线性代数,77
20230591,计算机网络,66
20230591,概率统计,68
20230592,概率统计,81
20230592,数据库原理,66
20230592,线性代数,59
20230592,高等数学,85
20230592,计算机网络,89
20230592,数据结构,97
20230593,操作系统,95
20230593,概率统计,76
20230593,数据库原理,85
20230593,数据结构,70
20230593,计算机网络,66
20230593,线性代数,57
20230594,计算机网络,50
20230594,数据库原理,78
20230594,概率统计,91
20230594,高等数学,67
20230594,数据结构,81
20230594,操作系统,81
20230595,操作系统,74
20230595,高等数学,91
20230595,数据库原理,100
20230595,计算机网络,83
20230595,线性代数,72
20230595,数据结构,89
20230596,数据结构,68
20230596,操作系统,65
20230596,数据库原理,84
20230596,概率统计,80
20230596,线性代数,34
20230596,计算机网络,82
20230597,数据库原理,82
20230597,线性代数,62
20230597,操作系统,86
20230597,概率统计,95
20230597,高等数学,64
20230598,数据库原理,89
20230598,计算机网络,55
20230598,线性代数,76
20230598,概率统计,93
20230598,数据结构,77
20230598,高等数学,91
20230598,操作系统,77
20230599,数据结构,91
20230599,数据库原理,61
20230599,线性代数,70
20230599,操作系统,78
20230599,计算机网络,77
20230599,概率统计,49
20230599,高等数学,63
20230600,操作系统,69
20230600,高等数学,70
20230600,概率统计,77
20230600,线性代数,49
20230600,计算机网络,67
20230600,数据库原理,86
20230600,数据结构,74
20230601,线性代数,77
20230601,操作系统,68
20230601,计算机网络,57
20230601,高等数学,61
20230601,数据库原理,94
20230601,数据结构,57
20230602,计算机网络,62
20230602,操作系统,85
20230602,概率统计,66
20230602,高等数学,53
20230602,数据结构,86
20230603,数据库原理,87
20230603,操作系统,67
20230603,数据结构,76
20230603,计算机网络,79
20230603,线性代数,67
20230603,概率统计,77
20230603,高等数学,54
20230604,数据结构,46
20230604,高等数学,70
20230604,概率统计,93
20230604,数据库原理,60
20230604,计算机网络,69
20230604,操作系统,73
20230605,高等数学,90
20230605,线性代数,84
20230605,数据库原理,60
20230605,数据结构,61
20230605,操作系统,69
20230606,数据结构,62
20230606,概率统计,55
20230606,高等数学,100
20230606,数据库原理,64
20230606,线性代数,77
20230606,计算机网络,95
20230607,数据结构,84
20230607,高等数学,37
20230607,概率统计,77
20230607,计算机网络,47
20230607,线性代数,76
20230607,数据库原理,53
20230608,概率统计,64
20230608,高等数学,100
20230608,线性代数,64
20230608,计算机网络,100
20230608,数据库原理,77
20230609,数据结构,63
20230609,线性代数,73
20230609,数据库原理,68
20230609,计算机网络,76
20230609,概率统计,75
20230610,线性代数,67
20230610,概率统计,69
20230610,数据结构,92
20230610,数据库原理,68
20230610,高等数学,79
20230611,操作系统,100
20230611,线性代数,77
20230611,数据库原理,88
20230611,计算机网络,50
20230611,数据结构,56
20230611,高等数学,91
20230611,概率统计,48
20230612,线性代数,59
20230612,数据结构,82
20230612,计算机网络,66
20230612,概率统计,64
20230612,操作系统,67
20230612,高等数学,61
20230613,操作系统,72
20230613,线性代数,70
20230613,数据结构,73
20230613,概率统计,79
20230613,高等数学,77
20230613,计算机网络,71
20230614,线性代数,69
20230614,高等数学,92
20230614,概率统计,98
20230614,数据结构,87
20230614,数据库原理,72
20230614,计算机网络,75
20230615,数据结构,52
20230615,数据库原理,84
20230615,高等数学,75
20230615,线性代数,62
20230615,概率统计,49
20230615,计算机网络,48
20230616,数据库原理,76
20230616,操作系统,80
20230616,高等数学,82
20230616,计算机网络,88
20230616,线性代数,66
